3.008999999999999773e+02	0.000000000000000000e+00	2.036000000000000032e+00	-3.074000000000000066e-01
3.016999999999999886e+02	0.000000000000000000e+00	2.036999999999999922e+00	-3.070999999999999841e-01
3.023999999999999773e+02	0.000000000000000000e+00	2.037999999999999812e+00	-3.066999999999999726e-01
3.031000000000000227e+02	0.000000000000000000e+00	2.039000000000000146e+00	-3.064000000000000057e-01
3.038999999999999773e+02	0.000000000000000000e+00	2.039000000000000146e+00	-3.060999999999999832e-01
3.046000000000000227e+02	0.000000000000000000e+00	2.040000000000000036e+00	-3.057000000000000273e-01
3.053999999999999773e+02	0.000000000000000000e+00	2.040999999999999925e+00	-3.054000000000000048e-01
3.061000000000000227e+02	0.000000000000000000e+00	2.041999999999999815e+00	-3.049999999999999933e-01
3.068999999999999773e+02	0.000000000000000000e+00	2.043000000000000149e+00	-3.045999999999999819e-01
3.076999999999999886e+02	0.000000000000000000e+00	2.043000000000000149e+00	-3.043000000000000149e-01
3.083999999999999773e+02	0.000000000000000000e+00	2.044000000000000039e+00	-3.039000000000000035e-01
3.091999999999999886e+02	0.000000000000000000e+00	2.044999999999999929e+00	-3.034999999999999920e-01
3.100000000000000000e+02	0.000000000000000000e+00	2.045999999999999819e+00	-3.030999999999999805e-01
3.106999999999999886e+02	0.000000000000000000e+00	2.045999999999999819e+00	-3.027000000000000246e-01
3.115000000000000000e+02	0.000000000000000000e+00	2.047000000000000153e+00	-3.023000000000000131e-01
3.123000000000000114e+02	0.000000000000000000e+00	2.048000000000000043e+00	-3.019000000000000017e-01
3.131000000000000227e+02	0.000000000000000000e+00	2.048999999999999932e+00	-3.014999999999999902e-01
3.138999999999999773e+02	0.000000000000000000e+00	2.049999999999999822e+00	-3.010999999999999788e-01
3.146999999999999886e+02	0.000000000000000000e+00	2.049999999999999822e+00	-3.005999999999999783e-01
3.155000000000000000e+02	0.000000000000000000e+00	2.051000000000000156e+00	-3.002000000000000224e-01
3.163000000000000114e+02	0.000000000000000000e+00	2.052000000000000046e+00	-2.998000000000000109e-01
3.171000000000000227e+02	0.000000000000000000e+00	2.052999999999999936e+00	-2.993000000000000105e-01
3.178999999999999773e+02	0.000000000000000000e+00	2.053999999999999826e+00	-2.988999999999999990e-01
3.186999999999999886e+02	0.000000000000000000e+00	2.053999999999999826e+00	-2.983999999999999986e-01
3.195000000000000000e+02	0.000000000000000000e+00	2.055000000000000160e+00	-2.978999999999999981e-01
3.203999999999999773e+02	0.000000000000000000e+00	2.056000000000000050e+00	-2.974999999999999867e-01
3.211999999999999886e+02	0.000000000000000000e+00	2.056999999999999940e+00	-2.969999999999999862e-01
3.220000000000000000e+02	0.000000000000000000e+00	2.057999999999999829e+00	-2.964999999999999858e-01
3.228999999999999773e+02	0.000000000000000000e+00	2.057999999999999829e+00	-2.959999999999999853e-01
3.236999999999999886e+02	0.000000000000000000e+00	2.059000000000000163e+00	-2.954999999999999849e-01
3.246000000000000227e+02	0.000000000000000000e+00	2.060000000000000053e+00	-2.949999999999999845e-01
3.253999999999999773e+02	0.000000000000000000e+00	2.060999999999999943e+00	-2.944999999999999840e-01
3.263000000000000114e+02	0.000000000000000000e+00	2.061999999999999833e+00	-2.938999999999999946e-01
3.271000000000000227e+02	0.000000000000000000e+00	2.063000000000000167e+00	-2.933999999999999941e-01
3.280000000000000000e+02	0.000000000000000000e+00	2.063000000000000167e+00	-2.928999999999999937e-01
3.288999999999999773e+02	0.000000000000000000e+00	2.064000000000000057e+00	-2.923000000000000043e-01
3.296999999999999886e+02	0.000000000000000000e+00	2.064999999999999947e+00	-2.917000000000000148e-01
3.306000000000000227e+02	0.000000000000000000e+00	2.065999999999999837e+00	-2.912000000000000144e-01
