3.008999999999999773e+02	0.000000000000000000e+00	1.927999999999999936e+00	-2.503000000000000225e-01
3.016999999999999886e+02	0.000000000000000000e+00	1.927999999999999936e+00	-2.497000000000000053e-01
3.023999999999999773e+02	0.000000000000000000e+00	1.929000000000000048e+00	-2.492000000000000048e-01
3.031000000000000227e+02	0.000000000000000000e+00	1.929999999999999938e+00	-2.487000000000000044e-01
3.038999999999999773e+02	0.000000000000000000e+00	1.931000000000000050e+00	-2.482000000000000040e-01
3.046000000000000227e+02	0.000000000000000000e+00	1.931999999999999940e+00	-2.477000000000000035e-01
3.053999999999999773e+02	0.000000000000000000e+00	1.931999999999999940e+00	-2.470999999999999863e-01
3.061000000000000227e+02	0.000000000000000000e+00	1.933000000000000052e+00	-2.466000000000000136e-01
3.068999999999999773e+02	0.000000000000000000e+00	1.933999999999999941e+00	-2.459999999999999964e-01
3.076999999999999886e+02	0.000000000000000000e+00	1.935000000000000053e+00	-2.454000000000000070e-01
3.083999999999999773e+02	0.000000000000000000e+00	1.935999999999999943e+00	-2.449000000000000066e-01
3.091999999999999886e+02	0.000000000000000000e+00	1.935999999999999943e+00	-2.442999999999999894e-01
3.100000000000000000e+02	0.000000000000000000e+00	1.937000000000000055e+00	-2.437000000000000000e-01
3.106999999999999886e+02	0.000000000000000000e+00	1.937999999999999945e+00	-2.431000000000000105e-01
3.115000000000000000e+02	0.000000000000000000e+00	1.939000000000000057e+00	-2.424999999999999933e-01
3.123000000000000114e+02	0.000000000000000000e+00	1.939999999999999947e+00	-2.419000000000000039e-01
3.131000000000000227e+02	0.000000000000000000e+00	1.939999999999999947e+00	-2.411999999999999977e-01
3.138999999999999773e+02	0.000000000000000000e+00	1.941000000000000059e+00	-2.406000000000000083e-01
3.146999999999999886e+02	0.000000000000000000e+00	1.941999999999999948e+00	-2.399000000000000021e-01
3.155000000000000000e+02	0.000000000000000000e+00	1.943000000000000060e+00	-2.393000000000000127e-01
