3.008999999999999773e+02	0.000000000000000000e+00	1.826000000000000068e+00	-1.809999999999999942e-01
3.016999999999999886e+02	0.000000000000000000e+00	1.826000000000000068e+00	-1.799000000000000044e-01
3.023999999999999773e+02	0.000000000000000000e+00	1.826999999999999957e+00	-1.789000000000000035e-01
3.031000000000000227e+02	0.000000000000000000e+00	1.826999999999999957e+00	-1.778000000000000136e-01
3.038999999999999773e+02	0.000000000000000000e+00	1.826999999999999957e+00	-1.768000000000000127e-01
3.046000000000000227e+02	0.000000000000000000e+00	1.828000000000000069e+00	-1.756999999999999951e-01
3.053999999999999773e+02	0.000000000000000000e+00	1.828000000000000069e+00	-1.746000000000000052e-01
3.061000000000000227e+02	0.000000000000000000e+00	1.828999999999999959e+00	-1.734999999999999876e-01
3.068999999999999773e+02	0.000000000000000000e+00	1.828999999999999959e+00	-1.723999999999999977e-01
3.076999999999999886e+02	0.000000000000000000e+00	1.830000000000000071e+00	-1.713999999999999968e-01
3.083999999999999773e+02	0.000000000000000000e+00	1.830000000000000071e+00	-1.703000000000000069e-01
3.091999999999999886e+02	0.000000000000000000e+00	1.830000000000000071e+00	-1.691999999999999893e-01
3.100000000000000000e+02	0.000000000000000000e+00	1.830999999999999961e+00	-1.680999999999999994e-01
3.106999999999999886e+02	0.000000000000000000e+00	1.830999999999999961e+00	-1.670000000000000095e-01
3.115000000000000000e+02	0.000000000000000000e+00	1.830999999999999961e+00	-1.658999999999999919e-01
3.123000000000000114e+02	0.000000000000000000e+00	1.832000000000000073e+00	-1.647000000000000131e-01
3.131000000000000227e+02	0.000000000000000000e+00	1.832000000000000073e+00	-1.635999999999999954e-01
3.138999999999999773e+02	0.000000000000000000e+00	1.832000000000000073e+00	-1.625000000000000056e-01
3.146999999999999886e+02	0.000000000000000000e+00	1.832999999999999963e+00	-1.613999999999999879e-01
3.155000000000000000e+02	0.000000000000000000e+00	1.832999999999999963e+00	-1.602999999999999980e-01
3.163000000000000114e+02	0.000000000000000000e+00	1.832999999999999963e+00	-1.590999999999999914e-01
3.171000000000000227e+02	0.000000000000000000e+00	1.834000000000000075e+00	-1.580000000000000016e-01
3.178999999999999773e+02	0.000000000000000000e+00	1.834000000000000075e+00	-1.569000000000000117e-01
